Component,MeanVar,Param,Model,REP,Trait
W,0.9988837006422253,Aleatorio,12,10,GY
G,159.87076180227288,Aleatorio,12,10,GY
P,183.22010779682313,Aleatorio,12,10,GY
GE,15.154321774026293,Aleatorio,12,10,GY
PE,92.6322336260941,Aleatorio,12,10,GY
GW,46.19984979797908,Aleatorio,12,10,GY
PW,238.39848174890267,Aleatorio,12,10,GY
Residual,56.25446366066758,Aleatorio,2,11,GY
E,1421.2481924782878,Fixo,2,11,GY
P,136313040.48487863,Aleatorio,2,11,GY
PE,198.84074489903102,Aleatorio,2,11,GY
Residual,45.75289576931741,Aleatorio,7,11,GY
E,1103.8821998824467,Fixo,7,11,GY
G,158.19351196992145,Aleatorio,7,11,GY
P,179558.4018983125,Aleatorio,7,11,GY
GE,21.751273401177464,Aleatorio,7,11,GY
PE,110.78630862006123,Aleatorio,7,11,GY
Residual,55.98655686421006,Aleatorio,11,11,GY
E,1099.2125354921138,Fixo,11,11,GY
W,1.5070671477410102,Aleatorio,11,11,GY
P,135841746.79456577,Aleatorio,11,11,GY
PE,135.73251588593328,Aleatorio,11,11,GY
PW,622.334668218947,Aleatorio,11,11,GY
Residual,44.7425546118142,Aleatorio,12,11,GY
E,1020.9098590670231,Fixo,12,11,GY
W,0.9583805173557852,Aleatorio,12,11,GY
G,160.27557867499203,Aleatorio,12,11,GY
P,144.40520459503728,Aleatorio,12,11,GY
GE,15.471734957170945,Aleatorio,12,11,GY
PE,74.03596949893429,Aleatorio,12,11,GY
GW,46.185867214703364,Aleatorio,12,11,GY
PW,286.67702968370565,Aleatorio,12,11,GY
Residual,55.98451895230762,Aleatorio,2,12,GY
E,1288.3239117494172,Fixo,2,12,GY
P,136917145.78395218,Aleatorio,2,12,GY
PE,188.51711778113537,Aleatorio,2,12,GY
Residual,46.837815005006696,Aleatorio,7,12,GY
E,1594.8816533855563,Fixo,7,12,GY
G,172.57194693962333,Aleatorio,7,12,GY
P,573.36802585762,Aleatorio,7,12,GY
GE,22.419000123066844,Aleatorio,7,12,GY
PE,118.01891359556751,Aleatorio,7,12,GY
Residual,56.08593321797638,Aleatorio,11,12,GY
E,1417.6957292615286,Fixo,11,12,GY
W,1.6321103426959953,Aleatorio,11,12,GY
P,136196449.13551512,Aleatorio,11,12,GY
PE,129.3916600918615,Aleatorio,11,12,GY
PW,368.00027301539217,Aleatorio,11,12,GY
Residual,44.715831904877255,Aleatorio,12,12,GY
E,1076.3248271705845,Fixo,12,12,GY
W,1.0295236215874828,Aleatorio,12,12,GY
G,159.14889843691927,Aleatorio,12,12,GY
P,239.79199876359564,Aleatorio,12,12,GY
GE,15.407760250323268,Aleatorio,12,12,GY
PE,80.13469486631922,Aleatorio,12,12,GY
GW,46.52478942156631,Aleatorio,12,12,GY
PW,283.9957035244939,Aleatorio,12,12,GY
Residual,56.159900669731456,Aleatorio,2,13,GY
E,1275.239191706989,Fixo,2,13,GY
P,135732944.1518661,Aleatorio,2,13,GY
PE,166.64603149594308,Aleatorio,2,13,GY
Residual,45.8570469990976,Aleatorio,7,13,GY
E,1121.5960497991473,Fixo,7,13,GY
G,156.26964671630722,Aleatorio,7,13,GY
P,93553.82825513334,Aleatorio,7,13,GY
GE,21.9211366530569,Aleatorio,7,13,GY
PE,119.59698776214914,Aleatorio,7,13,GY
Residual,60.18437897491597,Aleatorio,11,13,GY
E,1256.4581374361244,Fixo,11,13,GY
W,1.4715335683347004,Aleatorio,11,13,GY
P,133149242.64264932,Aleatorio,11,13,GY
PE,141.73326531027814,Aleatorio,11,13,GY
PW,492.6329255582322,Aleatorio,11,13,GY
Residual,44.845527789898746,Aleatorio,12,13,GY
E,1076.0041125462744,Fixo,12,13,GY
W,1.7526291547524977,Aleatorio,12,13,GY
G,159.05183673906274,Aleatorio,12,13,GY
P,148.02775212428077,Aleatorio,12,13,GY
GE,15.218191699982452,Aleatorio,12,13,GY
PE,72.45978148062994,Aleatorio,12,13,GY
GW,46.424301621706675,Aleatorio,12,13,GY
PW,223.34611095135295,Aleatorio,12,13,GY
Residual,56.540546952577124,Aleatorio,2,14,GY
E,1344.2584076001183,Fixo,2,14,GY
P,135855565.53232628,Aleatorio,2,14,GY
PE,162.3813440572155,Aleatorio,2,14,GY
Residual,45.79794477080094,Aleatorio,7,14,GY
E,1104.3905217123245,Fixo,7,14,GY
G,156.90562006216751,Aleatorio,7,14,GY
P,141810.4729465456,Aleatorio,7,14,GY
GE,21.838973734505636,Aleatorio,7,14,GY
PE,106.20963617082096,Aleatorio,7,14,GY
Residual,56.21906089958439,Aleatorio,11,14,GY
E,1099.5539365363275,Fixo,11,14,GY
W,1.476523187737293,Aleatorio,11,14,GY
P,135811696.5146888,Aleatorio,11,14,GY
PE,126.19202325651058,Aleatorio,11,14,GY
PW,891.1504778767221,Aleatorio,11,14,GY
Residual,44.54090194949483,Aleatorio,12,14,GY
E,1062.5670852440012,Fixo,12,14,GY
W,0.9029820219168075,Aleatorio,12,14,GY
G,159.22278453988875,Aleatorio,12,14,GY
P,165.71619757202774,Aleatorio,12,14,GY
GE,15.407539372377993,Aleatorio,12,14,GY
PE,82.94193898670478,Aleatorio,12,14,GY
GW,46.76658111548518,Aleatorio,12,14,GY
PW,227.7147696708193,Aleatorio,12,14,GY
Residual,56.32288796253071,Aleatorio,2,15,GY
E,1306.4589242776333,Fixo,2,15,GY
P,136249876.62270775,Aleatorio,2,15,GY
PE,179.15330583406532,Aleatorio,2,15,GY
Residual,45.011654175453664,Aleatorio,7,15,GY
E,1132.8895466005115,Fixo,7,15,GY
G,152.99600263447826,Aleatorio,7,15,GY
P,255886.289302556,Aleatorio,7,15,GY
GE,21.816329794295932,Aleatorio,7,15,GY
PE,100.75014733235231,Aleatorio,7,15,GY
Residual,56.244028775241055,Aleatorio,11,15,GY
E,1282.6038101753772,Fixo,11,15,GY
W,1.4915363956394767,Aleatorio,11,15,GY
P,135854483.07348514,Aleatorio,11,15,GY
PE,125.36175102903547,Aleatorio,11,15,GY
PW,427.60293795080185,Aleatorio,11,15,GY
Residual,44.6801410965246,Aleatorio,12,15,GY
E,1140.7120555882468,Fixo,12,15,GY
W,1.145326511180757,Aleatorio,12,15,GY
G,159.9606624412747,Aleatorio,12,15,GY
P,194.6277278307376,Aleatorio,12,15,GY
GE,15.422819385153712,Aleatorio,12,15,GY
PE,88.77622975486317,Aleatorio,12,15,GY
GW,46.89438197103887,Aleatorio,12,15,GY
PW,331.0482684768582,Aleatorio,12,15,GY
Residual,56.363510054609705,Aleatorio,2,16,GY
E,1519.694975594166,Fixo,2,16,GY
P,135822493.65936193,Aleatorio,2,16,GY
PE,170.2234611282796,Aleatorio,2,16,GY
Residual,46.00407053927873,Aleatorio,7,16,GY
E,1645.0346271306544,Fixo,7,16,GY
G,159.43528671856686,Aleatorio,7,16,GY
P,146033.61242111586,Aleatorio,7,16,GY
GE,21.904108070603204,Aleatorio,7,16,GY
PE,107.34212452298995,Aleatorio,7,16,GY
Residual,56.15426244654259,Aleatorio,11,16,GY
E,1125.7371430911662,Fixo,11,16,GY
W,1.514111805558044,Aleatorio,11,16,GY
P,135562594.4703525,Aleatorio,11,16,GY
PE,110.20951053453295,Aleatorio,11,16,GY
PW,447.32137606096956,Aleatorio,11,16,GY
Residual,44.79584309601011,Aleatorio,12,16,GY
E,1078.6479979944827,Fixo,12,16,GY
W,0.9457845559824543,Aleatorio,12,16,GY
G,159.15569682935973,Aleatorio,12,16,GY
P,179.17153095361493,Aleatorio,12,16,GY
GE,15.228338108073423,Aleatorio,12,16,GY
PE,88.97515853138462,Aleatorio,12,16,GY
GW,47.063142856156375,Aleatorio,12,16,GY
PW,268.87640598216785,Aleatorio,12,16,GY
Residual,56.259524674249555,Aleatorio,2,17,GY
E,1490.5490019181163,Fixo,2,17,GY
P,135986155.71070954,Aleatorio,2,17,GY
PE,163.43967898747002,Aleatorio,2,17,GY
Residual,46.748244642928796,Aleatorio,7,17,GY
E,1069.98308272467,Fixo,7,17,GY
G,172.70143956235012,Aleatorio,7,17,GY
P,433.8067236807904,Aleatorio,7,17,GY
GE,22.435462014600226,Aleatorio,7,17,GY
PE,120.5293895483586,Aleatorio,7,17,GY
Residual,56.18626444255597,Aleatorio,11,17,GY
E,1095.5654409225394,Fixo,11,17,GY
W,1.5278730785570107,Aleatorio,11,17,GY
P,136099756.22168413,Aleatorio,11,17,GY
PE,122.60468849413488,Aleatorio,11,17,GY
PW,538.3655248143842,Aleatorio,11,17,GY
Residual,44.65920243804927,Aleatorio,12,17,GY
E,1012.7241369756457,Fixo,12,17,GY
W,0.8718478036693963,Aleatorio,12,17,GY
G,160.33456896447166,Aleatorio,12,17,GY
P,186.55996602239463,Aleatorio,12,17,GY
GE,15.41865230001695,Aleatorio,12,17,GY
PE,74.10904044887502,Aleatorio,12,17,GY
GW,45.9531808409535,Aleatorio,12,17,GY
PW,238.4198094062112,Aleatorio,12,17,GY
Residual,56.200127687288024,Aleatorio,2,18,GY
E,1211.2176206566803,Fixo,2,18,GY
P,136494488.5437877,Aleatorio,2,18,GY
PE,164.96543070033871,Aleatorio,2,18,GY
Residual,45.089078095834445,Aleatorio,7,18,GY
E,1078.272403438509,Fixo,7,18,GY
G,149.9461787109237,Aleatorio,7,18,GY
P,156549.23560059295,Aleatorio,7,18,GY
GE,21.43570790455229,Aleatorio,7,18,GY
PE,111.58807365772081,Aleatorio,7,18,GY
Residual,55.94605193605781,Aleatorio,11,18,GY
E,1335.3673768944568,Fixo,11,18,GY
W,1.3948863562140863,Aleatorio,11,18,GY
P,136230582.09239468,Aleatorio,11,18,GY
PE,111.71950661703899,Aleatorio,11,18,GY
PW,511.2526781461248,Aleatorio,11,18,GY
Residual,44.845312825085074,Aleatorio,12,18,GY
E,1103.0122879662115,Fixo,12,18,GY
W,0.9365744259294179,Aleatorio,12,18,GY
G,159.3670754877892,Aleatorio,12,18,GY
P,162.8090383380219,Aleatorio,12,18,GY
GE,15.303951877729652,Aleatorio,12,18,GY
PE,82.93255200748101,Aleatorio,12,18,GY
GW,46.85216806430597,Aleatorio,12,18,GY
PW,315.04391232778414,Aleatorio,12,18,GY
Residual,56.247323145445684,Aleatorio,2,19,GY
E,1287.0493663425186,Fixo,2,19,GY
P,136178062.24044818,Aleatorio,2,19,GY
PE,172.93657932409377,Aleatorio,2,19,GY
Residual,44.92199187353974,Aleatorio,7,19,GY
E,1223.8431823279755,Fixo,7,19,GY
G,149.54657446101217,Aleatorio,7,19,GY
P,225444.16676024062,Aleatorio,7,19,GY
GE,21.45115050835516,Aleatorio,7,19,GY
PE,106.76849229798941,Aleatorio,7,19,GY
Residual,56.13095543976263,Aleatorio,11,19,GY
E,1162.3509475655724,Fixo,11,19,GY
W,1.5431852166070268,Aleatorio,11,19,GY
P,135759561.2191388,Aleatorio,11,19,GY
PE,122.5929095530554,Aleatorio,11,19,GY
PW,560.0529469309453,Aleatorio,11,19,GY
Residual,44.831015385059985,Aleatorio,12,19,GY
E,1112.9174331304855,Fixo,12,19,GY
W,1.0847653278558345,Aleatorio,12,19,GY
G,160.41501561709086,Aleatorio,12,19,GY
P,334.9549386710336,Aleatorio,12,19,GY
GE,15.40459250924638,Aleatorio,12,19,GY
PE,76.16772118504126,Aleatorio,12,19,GY
GW,46.50104707327111,Aleatorio,12,19,GY
PW,249.27204861316335,Aleatorio,12,19,GY
Residual,56.549954862716334,Aleatorio,2,20,GY
E,1274.989776545319,Fixo,2,20,GY
P,135746827.14568156,Aleatorio,2,20,GY
PE,186.12312217748752,Aleatorio,2,20,GY
Residual,47.184898177831,Aleatorio,7,20,GY
E,1593.9458369549563,Fixo,7,20,GY
G,174.91593765191615,Aleatorio,7,20,GY
P,318.2234363171551,Aleatorio,7,20,GY
GE,22.206110924220237,Aleatorio,7,20,GY
PE,120.76475816351083,Aleatorio,7,20,GY
Residual,61.27299546238468,Aleatorio,11,20,GY
E,1175.9381538151306,Fixo,11,20,GY
W,1.453468293589991,Aleatorio,11,20,GY
P,132061877.86888197,Aleatorio,11,20,GY
PE,130.9252302597497,Aleatorio,11,20,GY
PW,436.28504352634656,Aleatorio,11,20,GY
Residual,43.93180933853087,Aleatorio,12,20,GY
E,1057.5515110063811,Fixo,12,20,GY
W,0.9329121224879224,Aleatorio,12,20,GY
G,148.92713680630627,Aleatorio,12,20,GY
P,44882.77339383012,Aleatorio,12,20,GY
GE,15.17788166389593,Aleatorio,12,20,GY
PE,72.18046983617317,Aleatorio,12,20,GY
GW,46.63666106090583,Aleatorio,12,20,GY
PW,301.7640086261073,Aleatorio,12,20,GY
Residual,12.476421898646654,Aleatorio,2,1,KW
E,355.2945220127896,Fixo,2,1,KW
P,41365145.78806398,Aleatorio,2,1,KW
PE,50.119663458162684,Aleatorio,2,1,KW
Residual,9.727901873989605,Aleatorio,7,1,KW
E,327.20997060989026,Fixo,7,1,KW
G,64.79573099861615,Aleatorio,7,1,KW
P,516433.5346579745,Aleatorio,7,1,KW
GE,4.692371655291226,Aleatorio,7,1,KW
PE,31.652361015549758,Aleatorio,7,1,KW
Residual,12.416506967415797,Aleatorio,11,1,KW
E,272.3859695888129,Fixo,11,1,KW
W,0.39111406340863997,Aleatorio,11,1,KW
P,41446656.505425386,Aleatorio,11,1,KW
PE,32.060740207456,Aleatorio,11,1,KW
PW,80.31639201037243,Aleatorio,11,1,KW
Residual,10.041500694643046,Aleatorio,12,1,KW
E,256.7283216338222,Fixo,12,1,KW
W,0.2647204872401763,Aleatorio,12,1,KW
G,71.19342264856434,Aleatorio,12,1,KW
P,162240.17858112796,Aleatorio,12,1,KW
GE,3.6834048799352277,Aleatorio,12,1,KW
PE,20.9949274594022,Aleatorio,12,1,KW
GW,11.142952900567112,Aleatorio,12,1,KW
PW,56.884400429657255,Aleatorio,12,1,KW
Residual,12.528719394748636,Aleatorio,2,2,KW
E,335.06820644979314,Fixo,2,2,KW
P,41324620.53491544,Aleatorio,2,2,KW
PE,45.46876307671845,Aleatorio,2,2,KW
Residual,9.794339849117874,Aleatorio,7,2,KW
E,334.2756777865987,Fixo,7,2,KW
G,64.62941822575189,Aleatorio,7,2,KW
P,400159.11015040136,Aleatorio,7,2,KW
GE,4.645089714667236,Aleatorio,7,2,KW
PE,34.25431710793386,Aleatorio,7,2,KW
Residual,12.459858798374574,Aleatorio,11,2,KW
E,278.83707490211907,Fixo,11,2,KW
W,0.4431731637286563,Aleatorio,11,2,KW
P,41426272.673562974,Aleatorio,11,2,KW
PE,33.55122962635306,Aleatorio,11,2,KW
PW,102.8567960483434,Aleatorio,11,2,KW
Residual,11.003275338343306,Aleatorio,12,2,KW
E,263.7419330735817,Fixo,12,2,KW
W,0.2537626048311235,Aleatorio,12,2,KW
G,81.2592725785088,Aleatorio,12,2,KW
P,2324.3858725857976,Aleatorio,12,2,KW
GE,3.9932279834072353,Aleatorio,12,2,KW
PE,19.60480130343634,Aleatorio,12,2,KW
GW,11.575534197240378,Aleatorio,12,2,KW
PW,77.7369004659323,Aleatorio,12,2,KW
Residual,12.494462042224525,Aleatorio,2,3,KW
E,317.1795305835791,Fixo,2,3,KW
P,41391782.52235661,Aleatorio,2,3,KW
PE,48.192098780836155,Aleatorio,2,3,KW
Residual,9.810003588732119,Aleatorio,7,3,KW
E,288.9469933015799,Fixo,7,3,KW
G,65.47347134551221,Aleatorio,7,3,KW
P,372871.6346625226,Aleatorio,7,3,KW
GE,4.768871350359644,Aleatorio,7,3,KW
PE,34.60960227732898,Aleatorio,7,3,KW
Residual,12.475342799073902,Aleatorio,11,3,KW
E,304.980657573902,Fixo,11,3,KW
W,0.39745833139613906,Aleatorio,11,3,KW
P,41421821.78264047,Aleatorio,11,3,KW
PE,33.70234880460241,Aleatorio,11,3,KW
PW,110.68901923630304,Aleatorio,11,3,KW
Residual,9.957337612122615,Aleatorio,12,3,KW
E,261.706996701653,Fixo,12,3,KW
W,0.24509121170403186,Aleatorio,12,3,KW
G,69.90957681388852,Aleatorio,12,3,KW
P,161045.66575944796,Aleatorio,12,3,KW
GE,3.639971601647455,Aleatorio,12,3,KW
PE,20.61623770860747,Aleatorio,12,3,KW
GW,11.12310407065114,Aleatorio,12,3,KW
PW,60.42512817218542,Aleatorio,12,3,KW
Residual,12.45146591967655,Aleatorio,2,4,KW
E,346.0522075295716,Fixo,2,4,KW
P,41385932.38677043,Aleatorio,2,4,KW
PE,46.54504607650381,Aleatorio,2,4,KW
Residual,9.998880044052155,Aleatorio,7,4,KW
E,331.995357683186,Fixo,7,4,KW
G,67.31166801468713,Aleatorio,7,4,KW
P,389854.1877848332,Aleatorio,7,4,KW
GE,4.818421513666936,Aleatorio,7,4,KW
PE,29.487827090492974,Aleatorio,7,4,KW
Residual,12.494695815352694,Aleatorio,11,4,KW
E,289.9548432464792,Fixo,11,4,KW
W,0.39524037981968746,Aleatorio,11,4,KW
P,41533230.57190957,Aleatorio,11,4,KW
PE,37.98301357790265,Aleatorio,11,4,KW
PW,93.3774584694377,Aleatorio,11,4,KW
Residual,9.266952171606512,Aleatorio,12,4,KW
E,277.3046288052766,Fixo,12,4,KW
W,0.27955571188718426,Aleatorio,12,4,KW
G,63.392100327693484,Aleatorio,12,4,KW
P,316872.9134985072,Aleatorio,12,4,KW
GE,3.384289904489234,Aleatorio,12,4,KW
PE,22.405185535761646,Aleatorio,12,4,KW
GW,10.715867799770562,Aleatorio,12,4,KW
PW,65.3759683292085,Aleatorio,12,4,KW
Residual,12.477903408175331,Aleatorio,2,5,KW
E,317.67144996319564,Fixo,2,5,KW
P,41292525.48315221,Aleatorio,2,5,KW
PE,49.59435254938212,Aleatorio,2,5,KW
Residual,9.831883308573751,Aleatorio,7,5,KW
E,278.53599213087034,Fixo,7,5,KW
G,65.89323590047087,Aleatorio,7,5,KW
P,437473.9081245556,Aleatorio,7,5,KW
GE,4.711680687633623,Aleatorio,7,5,KW
PE,28.848392138317138,Aleatorio,7,5,KW
Residual,26.27952999980875,Aleatorio,11,5,KW
E,276.7172609888643,Fixo,11,5,KW
W,0.4132389722882985,Aleatorio,11,5,KW
P,34338750.58548381,Aleatorio,11,5,KW
PE,33.24114133283819,Aleatorio,11,5,KW
PW,112.1243629535442,Aleatorio,11,5,KW
Residual,9.771520040273494,Aleatorio,12,5,KW
E,462.9684226881135,Fixo,12,5,KW
W,0.2507919483212433,Aleatorio,12,5,KW
G,67.35908293737519,Aleatorio,12,5,KW
P,271641.5554974799,Aleatorio,12,5,KW
GE,3.605534037502997,Aleatorio,12,5,KW
PE,21.21782678428201,Aleatorio,12,5,KW
GW,11.010959842221633,Aleatorio,12,5,KW
PW,69.99265323646513,Aleatorio,12,5,KW
Residual,12.49998598891733,Aleatorio,2,6,KW
E,461.627441541828,Fixo,2,6,KW
P,41319936.097737186,Aleatorio,2,6,KW
PE,50.530403030415926,Aleatorio,2,6,KW
Residual,9.74251195984721,Aleatorio,7,6,KW
E,287.26516372121455,Fixo,7,6,KW
G,64.67201198648725,Aleatorio,7,6,KW
P,435897.0818823547,Aleatorio,7,6,KW
GE,4.687436381403551,Aleatorio,7,6,KW
PE,32.63894794322043,Aleatorio,7,6,KW
Residual,18.705170808948232,Aleatorio,11,6,KW
E,305.3736910444425,Fixo,11,6,KW
W,0.4298726070705692,Aleatorio,11,6,KW
P,38075839.026454054,Aleatorio,11,6,KW
PE,35.276081551721184,Aleatorio,11,6,KW
PW,104.46233903901671,Aleatorio,11,6,KW
Residual,10.260776148954744,Aleatorio,12,6,KW
E,275.988736847007,Fixo,12,6,KW
W,0.2418325751547319,Aleatorio,12,6,KW
G,73.82611718795759,Aleatorio,12,6,KW
