Rep,Model,Trait,Component,MeanVar,DIC,runtime_sec
3,11,GY,E,1057.1605676802355,6950.577730742042,73.2249059677124
3,11,GY,W,1.3893722135018598,6950.577730742042,73.2249059677124
3,11,GY,P,139041962.02316165,6950.577730742042,73.2249059677124
3,11,GY,PE,98.9248157936689,6950.577730742042,73.2249059677124
3,11,GY,PW,848.6837871054869,6950.577730742042,73.2249059677124
3,12,GY,Residual,41.35082143802015,6824.84694084529,148.78310990333557
3,12,GY,E,1120.6571298744902,6824.84694084529,148.78310990333557
3,12,GY,W,0.8028537363611516,6824.84694084529,148.78310990333557
3,12,GY,G,167.15173629941594,6824.84694084529,148.78310990333557
3,12,GY,P,294.4729598158379,6824.84694084529,148.78310990333557
3,12,GY,GE,14.53820725767114,6824.84694084529,148.78310990333557
3,12,GY,PE,96.49145605487301,6824.84694084529,148.78310990333557
3,12,GY,GW,42.33936311361496,6824.84694084529,148.78310990333557
3,12,GY,PW,267.69681058834294,6824.84694084529,148.78310990333557
3,13,GY,Residual,44.86604500967031,6831.398014410459,47.27734684944153
3,13,GY,E,1128.9433518959993,6831.398014410459,47.27734684944153
3,13,GY,W,1.5057078468656317,6831.398014410459,47.27734684944153
3,13,GY,GGK,1052.965945958267,6831.398014410459,47.27734684944153
3,13,GY,GGKE,50.49938536003519,6831.398014410459,47.27734684944153
3,13,GY,GGKW,133.07682760458036,6831.398014410459,47.27734684944153
3,14,GY,Residual,189.78161348338972,8347.732158058912,75.55415296554565
3,14,GY,E,1052.6081499834947,8347.732158058912,75.55415296554565
3,14,GY,W,1.454471069585529,8347.732158058912,75.55415296554565
3,14,GY,PGK,100.9936890651467,8347.732158058912,75.55415296554565
3,14,GY,PGKE,48.645764996541885,8347.732158058912,75.55415296554565
3,14,GY,PGKW,109.72877684649518,8347.732158058912,75.55415296554565
3,15,GY,Residual,39.73151693646878,6889.847138197024,118.24077320098877
3,15,GY,E,1249.4870782332732,6889.847138197024,118.24077320098877
3,15,GY,W,0.9336063180237582,6889.847138197024,118.24077320098877
3,15,GY,GGK,960.6913901510471,6889.847138197024,118.24077320098877
3,15,GY,PGK,14.905862555451295,6889.847138197024,118.24077320098877
3,15,GY,GGKE,36.343415994730876,6889.847138197024,118.24077320098877
3,15,GY,PGKE,13.41025489578026,6889.847138197024,118.24077320098877
3,15,GY,GGKW,95.72297055464273,6889.847138197024,118.24077320098877
3,15,GY,PGKW,28.19804199553453,6889.847138197024,118.24077320098877
3,16,GY,Residual,47.68928466355108,6851.328224603196,46.922449827194214
3,16,GY,E,467.5618205467485,6851.328224603196,46.922449827194214
3,16,GY,W,1.542193489107557,6851.328224603196,46.922449827194214
