Model,Trait,Component,AvgVar,TotalVar,Percentage,ModelID,Type,Description
M48,KW,ETA_G,47.18844134595,525.0009337129,0.08988258556461023,48,Clima_Base_noE,G + P + W
M48,KW,ETA_P,110.56983872045,525.0009337129,0.2106088420423949,48,Clima_Base_noE,G + P + W
M48,KW,ETA_W,253.26505528795,525.0009337129,0.48240877115553776,48,Clima_Base_noE,G + P + W
M48,KW,Residual,113.97759835855,525.0009337129,0.21709980123745715,48,Clima_Base_noE,G + P + W
M49,KW,ETA_GGK,364.3125412664,726.9249528609,0.5011693983438104,49,Clima_Base_noE,GGK + W
M49,KW,ETA_W,251.59998679585,726.9249528609,0.34611549074721976,49,Clima_Base_noE,GGK + W
M49,KW,Residual,111.01242479865,726.9249528609,0.1527151109089698,49,Clima_Base_noE,GGK + W
M50,KW,ETA_PGK,71.66940065845,482.70641739940004,0.14847409952528026,50,Clima_Base_noE,PGK + W
M50,KW,ETA_W,256.6114031664,482.70641739940004,0.5316096780915077,50,Clima_Base_noE,PGK + W
M50,KW,Residual,154.42561357455,482.70641739940004,0.319916222383212,50,Clima_Base_noE,PGK + W
M51,KW,ETA_GGK,280.59818458275,675.70780873815,0.41526556442606877,51,Clima_Base_noE,GGK + PGK + W
M51,KW,ETA_PGK,32.6958543015,675.70780873815,0.048387563202144795,51,Clima_Base_noE,GGK + PGK + W
M51,KW,ETA_W,252.67046461985,675.70780873815,0.37393450445940424,51,Clima_Base_noE,GGK + PGK + W
M51,KW,Residual,109.74330523405,675.70780873815,0.1624123679123822,51,Clima_Base_noE,GGK + PGK + W
M52,KW,ETA_GAK,4651.97678297056,5025.31168681708,0.9257091048052022,52,Clima_Base_noE,GAK + W
M52,KW,ETA_W,254.69635244432,5025.31168681708,0.0506826975752501,52,Clima_Base_noE,GAK + W
M52,KW,Residual,118.6385514022,5025.31168681708,0.023608197619547654,52,Clima_Base_noE,GAK + W
M53,KW,ETA_PAK,100.26358067199,515.56801664014,0.1944720724248741,53,Clima_Base_noE,PAK + W
M53,KW,ETA_W,252.5235467904,515.56801664014,0.4897967651989908,53,Clima_Base_noE,PAK + W
M53,KW,Residual,162.78088917775,515.56801664014,0.3157311623761352,53,Clima_Base_noE,PAK + W
M54,KW,ETA_GAK,3786.678861385565,4178.249858361518,0.9062834894394024,54,Clima_Base_noE,GAK + PAK + W
M54,KW,ETA_PAK,15.835175557413,4178.249858361518,0.0037899063230322693,54,Clima_Base_noE,GAK + PAK + W
M54,KW,ETA_W,252.71514625229,4178.249858361518,0.0604834930459116,54,Clima_Base_noE,GAK + PAK + W
M54,KW,Residual,123.02067516625,4178.249858361518,0.029443111191653822,54,Clima_Base_noE,GAK + PAK + W
M55,KW,ETA_E,538.517162405,658.6849520451,0.817564088465965,55,Individual,E
M55,KW,Residual,120.1677896401,658.6849520451,0.18243591153403507,55,Individual,E
M56,KW,ETA_G,57.58473977405,431.99565065254995,0.1332993507852811,56,Individual,G
M56,KW,Residual,374.4109108785,431.99565065254995,0.866700649214719,56,Individual,G
M57,KW,ETA_P,298.37435900105,686.71698429805,0.4344939266443847,57,Individual,P
M57,KW,Residual,388.342625297,686.71698429805,0.5655060733556153,57,Individual,P
M58,KW,ETA_GGK,207.04481041985,574.2515145838499,0.3605472604976789,58,Individual,GGK
M58,KW,Residual,367.206704164,574.2515145838499,0.6394527395023212,58,Individual,GGK
M59,KW,ETA_PGK,69.8545571983,451.08707146280005,0.15485825601645672,59,Individual,PGK
M59,KW,Residual,381.2325142645,451.08707146280005,0.8451417439835432,59,Individual,PGK
M60,KW,ETA_GAK,1128.8881329885,1522.7048409755,0.7413702922657639,60,Individual,GAK
M60,KW,Residual,393.816707987,1522.7048409755,0.25862970773423605,60,Individual,GAK
M61,KW,ETA_PAK,25.087072140145,422.865037887645,0.05932642780179576,61,Individual,PAK
M61,KW,Residual,397.7779657475,422.865037887645,0.9406735721982042,61,Individual,PAK
M62,KW,ETA_W,256.650162850995,442.754342435495,0.5796671839269119,62,Individual,W
M62,KW,Residual,186.1041795845,442.754342435495,0.42033281607308814,62,Individual,W
